image_name,num_distractors,target_type,orientation,color,focus,shape,size,location,pattern
W8eNN26ExYg5t.jpg,12,tulip,0,1,1,1,1,0,0
WDP6mDU1oozvR.jpg,28,book,0,1,0,0,0,0,1
WDqjE6xu0BQex.jpg,100,magnet,0,0,0,0,1,0,0
WEDrOYyO8uSJ4.jpg,8,ball,0,1,1,1,1,0,1
WGkl65A88ytKE.jpg,2,mango,0,1,0,0,0,0,0
WHEO5jicjtWUT.jpg,5,airplane,0,1,0,0,0,0,1
WJOL78y5Ht8Mq.jpg,9,egg,0,0,0,0,1,0,0
WJxR323XKp4HK.jpg,31,flower,0,1,0,1,0,0,0
WKXpBQLqqw1lL.jpg,2,photo,0,1,0,1,0,0,1
WMX0c3TRkNcS5.jpg,8,egg,0,1,0,0,0,0,0
WNK5kY26I1n1c.jpg,2,spring,1,0,0,0,0,1,0
WP4P9aSkftmZ0.jpg,32,lemon,0,1,0,0,0,0,1
WPV8VOZo4ThUD.jpg,50,tulip,0,1,0,1,0,0,0
WQ4zM5jHsHqpP.jpg,30,flower,0,1,0,1,0,0,1
WQ8S8zYv1kLhn.jpg,8,flower,0,1,0,1,0,0,0
WRvoXnu7hIuID.jpg,6,flowers,0,1,0,0,1,0,0
WSKMct0nnyVTH.jpg,60,toy,0,1,0,0,1,0,0
WSSdC8rMVGAPD.jpg,30,fish,0,1,0,1,1,0,0
WT1cNXEymgNas.jpg,9,box,1,0,0,0,0,0,0
WTK3So6B6D8ru.jpg,3,nail,0,1,0,0,0,0,1
WVTcfoU6jW7PA.jpg,11,paper clip,0,1,0,0,0,0,0
WVqir0qKF3cfU.jpg,30,raspberry,0,1,0,1,0,0,0
WXs7bSRRzGIno.jpg,5,chimney,0,0,0,1,1,0,0
Wb9o0S63y8LL7.jpg,8,leaf,0,1,0,0,0,0,0
WbansR8JyKzLM.jpg,4,cat,0,1,0,0,0,0,1
WfXuTjbqv5Bul.jpg,50,stone,0,1,0,0,0,0,0
Wft0sSne5mS1t.jpg,7,bottle,0,1,0,1,0,0,1
Wl8nj4Fy0PUZl.jpg,3,drink,0,1,0,1,1,0,0
WnkPfgdp74TPy.jpg,4,dog,0,1,0,1,0,0,1
WpuHVGT9HteM1.jpg,10,goose,0,1,0,0,0,0,1
WqqaOYt7NP2rF.jpg,18,egg,0,1,0,0,0,0,0
WrHzJES6Pdo2z.jpg,4,drink,0,1,0,1,1,0,0
WsFW8bmUmejcd.jpg,6,pea,0,1,0,0,0,0,0
Wt3h1xbxFxs9F.jpg,16,fish,0,1,0,1,0,0,1
WtV11ToqbGLiw.jpg,12,chair,0,1,0,0,0,0,0
Wul6aJBo7lgxg.jpg,3,nail,0,1,0,0,0,0,1
Wv9JEkPEwpQ7B.jpg,34,cookie,0,1,0,0,0,0,0
WzojhwH34kUN2.jpg,3,drink,0,1,0,0,0,0,0
WzzNn0cxWRtwA.jpg,5,egg,0,1,0,0,0,0,0
X04PUTpnMvqIl.jpg,5,bow,0,1,0,0,0,0,1
X0vwjZUmBJUGx.jpg,11,egg,0,1,0,0,0,0,0
X2MN4xo08SJOs.jpg,3,light,0,0,0,1,1,0,0
X597mBgLL3U2D.jpg,3,nail,0,1,0,0,0,0,1
X5PGpQAM6iihf.jpg,17,match,0,1,0,0,0,0,0
X6SvgjCBGHbCC.jpg,50,goose,0,1,0,0,0,0,0
X8gWt5CkoDbtk.jpg,100,candy,0,1,0,0,0,0,0
XB6Xuix3D0VGH.jpg,4,flower,0,0,0,0,0,0,1
XBh49CvefrNHL.jpg,5,pepper,0,1,0,0,0,0,0
XDhOEWoUDG94h.jpg,8,pigeon,0,1,0,1,1,0,1
XEMyMtrIBf3u3.jpg,18,berry,0,1,0,0,0,0,0
XLCj14YIHAA95.jpg,3,pastry,0,1,0,0,0,0,0
XNz9Cb4KLgMKs.jpg,3,bottle,0,1,0,0,0,0,1
XOnWzBODyX5kW.jpg,3,drink,0,1,0,0,0,0,1
XSfoPSgcFT0su.jpg,30,tulip,0,1,0,0,1,0,0
XTerkFUUuCi9d.jpg,21,flamingo,0,1,0,0,1,0,0
XTvTzJeK1lLc9.jpg,3,pot,0,0,0,1,0,0,0
XUuqzgliNaWb7.jpg,11,tile,0,1,0,0,0,0,1
XaMnfiZQ3a5Lj.jpg,63,pipe,0,1,0,1,0,0,0
XcCMD3iJXAFe7.jpg,4,hourglass,0,0,0,1,1,0,0
XdbsJfqV4LBrc.jpg,9,deer,0,1,0,0,0,0,0
Xg7Xn6pmbn4iO.jpg,2,egg,0,1,0,0,0,0,0
XgEOymcj1feYW.jpg,41,pepper,0,1,0,1,1,0,0
Xh8jF93khIY0e.jpg,3,squash,0,0,0,1,1,0,0
Xi1nlDcHvKVno.jpg,10,cookie,0,1,0,0,0,0,0
XiNNTEf827eAu.jpg,38,sheep,0,1,0,0,0,0,0
Xk9DTk4RElioy.jpg,9,bicycle,0,1,0,0,0,0,0
XkUe1mgf5ob4D.jpg,70,sheep,0,1,0,0,0,0,0
XliRPqHa84Pt6.jpg,19,face,0,0,0,1,1,0,1
XlnmnGH3O7qPl.jpg,3,toy duck,0,1,1,1,1,0,0
Xn1Qq7l44mCtO.jpg,33,pepper,0,1,0,0,0,0,0
XssdQJVDx38BE.jpg,22,flower,0,1,0,1,1,0,0
XuQBx1LdCVBe5.jpg,11,pigeon,0,0,0,0,0,1,0
XwJ8Ih2kVFXOl.jpg,2,window,0,1,0,0,0,0,1
Xwi3tcEsrgG1n.jpg,4,switch,1,0,0,1,0,0,0
Xxabc8VGbviHP.jpg,60,leaf,0,1,0,0,0,0,0
XzwbZJM7kphv2.jpg,11,egg,0,1,0,0,0,0,1
Y0dj7S9pJmWrL.jpg,7,figurine,1,0,0,1,0,0,1
Y0pOMxvu3i95l.jpg,32,candy,0,1,0,0,0,0,0
Y3R8hVaL8Ho6r.jpg,16,flower,0,1,0,0,0,0,1
Y4ALrvtg75JIj.jpg,46,flower,0,1,0,0,0,0,0
Y5Jzf8A5da91c.jpg,7,light,0,1,0,0,0,0,0
Y6MrGQ83D1vaT.jpg,4,flower,0,1,0,0,0,1,0
Y8cYzXH37oNJ7.jpg,7,tomato,0,1,0,0,0,0,0
Y96OjNvLcCQsT.jpg,8,berry,0,1,0,0,0,0,0
Y9Hb1YbRTvrp3.jpg,3,candy,0,1,0,0,0,0,0
Y9xlX1QlDmN70.jpg,5,pumpkin,0,1,0,0,0,0,0
YD3vsKWF7M0fS.jpg,23,tile,1,0,0,0,0,0,0
YFLJ8Ac2gQpc5.jpg,4,bottle,0,1,0,0,0,0,1
YFdMcyHl2w9bU.jpg,12,duck toy,0,1,0,0,0,1,1
YGK6tONIw72ia.jpg,3,dog,0,1,0,0,0,0,0
YH1zNSOpevYGI.jpg,13,handle,1,0,0,0,0,0,0
YHhvELoPt5W1t.jpg,3,pear,0,1,0,1,1,0,0
YJQ3zcbKRU7If.jpg,54,flower,0,1,0,1,0,0,0
YL9J7TQPiAIuq.jpg,9,pigeon,0,1,0,0,0,0,1
YN2KRXRghgDWn.jpg,100,flowers,0,1,0,1,1,0,0
YP8StDLuZSu8y.jpg,3,dog,0,1,0,0,1,0,0
YRL4Ot8G9t9cI.jpg,70,person,0,1,0,1,1,0,1
YWIits9c3LCvQ.jpg,60,chair,0,0,0,1,1,0,0
YWkMEXZ1Mxx01.jpg,11,egg,0,1,0,0,0,0,0
YY2SrHwOfeCXi.jpg,4,drink,0,1,0,0,1,0,1
YZg5Jo5mnlgjJ.jpg,3,chair,0,1,0,0,0,0,0
YaT0X9srbJl9H.jpg,2,ball,0,1,0,0,0,0,0
YbEcsRGzNK8Is.jpg,19,square,0,0,0,1,0,0,0
Yc4MG4vTpCBjH.jpg,17,window,0,1,0,0,0,0,1
YcdtXbp3r29Mu.jpg,16,dumbbells,0,1,0,0,1,0,1
YhJYlsXmegt1E.jpg,100,flower,0,1,0,1,0,0,1
YhRcCBBokIHY2.jpg,3,nail,0,0,0,1,1,0,0
YiFEBnh9cSrWV.jpg,40,flower,0,1,0,1,1,0,0
YjMMOys65ckTH.jpg,40,berriesberry,0,1,0,1,1,0,1
YjPXqKHbd8kv4.jpg,50,tulip,0,1,0,0,0,0,0
YjkbQKL6RfIq5.jpg,38,toy duck,0,1,0,1,1,0,0
YkOXRGbg9ZE5r.jpg,15,rose,0,1,0,0,0,0,0
YlAQZMTN06iXT.jpg,30,tulip,0,1,0,0,0,0,0
YlM5A1VmFnKFZ.jpg,3,nail,0,1,0,0,0,0,1
YlRS3pvg6e8Dr.jpg,7,bird,0,1,0,1,1,0,1
YmKJ3Vpzu20UF.jpg,57,marker,0,1,0,0,0,0,0
YnWqqn728HxvZ.jpg,5,book,0,1,0,0,0,0,1
YnxKStuiWSX3G.jpg,17,ball,0,1,0,0,1,1,0
Yo3qnsb2NlD5m.jpg,11,egg,0,1,0,0,0,0,0
Yotc6BqM7R3fN.jpg,4,umbrella,0,0,0,0,0,1,0
Yqt1VzxgrosHf.jpg,100,fish,0,1,0,1,1,0,1
YsQgOF97fCVHP.jpg,47,fish,1,1,0,0,0,0,0
YvxtHN56QMxqd.jpg,13,pigeon,0,0,0,0,0,1,0
Yw3RanXCpJPS3.jpg,6,light,1,0,0,0,0,0,0
YxJ1z0XV6lPND.jpg,9,egg,0,1,0,0,0,0,0
Z03B4Z8JXaOwQ.jpg,15,doughnut,0,1,0,1,0,0,1
Z0uSf7xqVQBaB.jpg,50,window,0,1,0,0,0,0,0
Z4v94zlJvks1R.jpg,19,candy,1,0,0,0,0,0,0
Z6B6Bw47vSVD9.jpg,22,can,0,1,0,0,0,0,1
Z6gTRPuovuBYh.jpg,100,lego,0,1,0,0,0,0,0
Z8kmRuhdISiSR.jpg,3,flower,0,1,0,0,0,0,0
Z9rKGXyS9bYxb.jpg,23,locker,0,1,0,0,0,0,0
ZBmnDjKXL0WiL.jpg,100,tulip,0,1,0,1,0,0,0
ZE99kATP9arFO.jpg,22,tulip,0,1,0,0,0,0,0
ZEHmM2pOagVnL.jpg,37,tulip,0,1,0,0,0,0,0
ZEOZZ1ab5nOxQ.jpg,7,fish,1,0,0,0,0,1,0
ZEg1JCgdxWbMC.jpg,4,egg,0,1,0,0,0,0,0
ZElgCZCmx3vlR.jpg,76,candy,0,1,0,0,0,0,1
ZEwzjgK91jyOn.jpg,2,light,0,0,0,1,1,0,0
ZFrnggb6aGY3u.jpg,27,box,1,0,0,0,0,0,0
ZHiE94fQqABiG.jpg,20,leaf,0,1,0,0,0,0,0
ZJZ9QIIkJUWYC.jpg,3,cat,0,1,0,0,0,0,1
ZKWCVJcXUOH6o.jpg,5,airplane,0,1,0,1,0,0,1
ZKiDAX9Pe3xE7.jpg,8,potato,1,0,0,0,0,0,0
ZLF7Ce9asJXDd.jpg,33,boat,0,1,0,1,0,0,0
ZO0NP7imvRSE3.jpg,3,fork,0,0,0,0,1,0,0
ZPE6aQhjyeLQw.jpg,30,cucumber,0,1,0,1,0,0,0
ZS2ukq5YqCVh5.jpg,8,flower,0,1,1,0,1,0,0
ZUr5Qj2aR8bXz.jpg,6,candy,0,1,0,0,0,0,0
ZX9Ss4U0EQrMx.jpg,7,flower,0,1,0,0,0,0,1
ZaRPMsfQip9jj.jpg,12,cookie,0,1,0,0,0,0,0
ZbNOwo2mktap5.jpg,9,ball,0,1,0,0,0,0,0
ZcdfIL9sGHEwo.jpg,11,light,0,1,0,0,0,0,0
ZdnWGjimI9Nzw.jpg,29,card,1,1,1,0,0,0,0
Zgx670T8NtMqk.jpg,59,locker,0,1,0,0,0,0,0
ZkSo8egB8AuEO.jpg,18,leaf,0,1,0,0,0,0,0
ZkZGMAQqSuE9A.jpg,4,bunny,0,1,0,0,0,0,0
ZlHpLcZiIN1jR.jpg,15,doughnut,0,1,0,0,0,0,0
Zm0AxeVnIXVVA.jpg,2,dog,0,1,0,0,0,0,1
ZmOn8TU3y2AzK.jpg,3,chair,0,1,0,1,1,0,1
Zod0UPPwApoGg.jpg,9,hairpin,1,1,0,1,0,0,1
ZqNHLgqulD1XD.jpg,3,bench,0,1,0,0,0,0,0
ZsVqXEWsA3mLF.jpg,5,shape,1,1,0,1,0,0,0
Zsr1Wk6Kc6iZZ.jpg,100,lipstick,0,0,0,0,0,1,0
Zsu36KOBqsBYb.jpg,100,plant,0,1,0,1,1,0,0
Zt2Pvt3Mbg3kS.jpg,11,sheep,0,0,0,1,0,0,1
Zu8L4hjgVjJCT.jpg,19,cigarette,1,1,0,0,0,0,1
p0FJLPMC5Qcbj.jpg,60,fish,0,1,0,1,1,0,1
p2ZVcB6diHs1L.jpg,14,duck,0,1,0,1,1,0,0
p3XKr1pborb2C.jpg,5,egg,0,1,0,0,0,0,0
p58VblFf48MTM.jpg,12,tomato,0,1,1,0,0,0,0
p5qpwumSfwt1k.jpg,11,tulip,0,1,0,0,0,0,1
pBDQ8IlMPiCCr.jpg,23,grate,0,1,0,0,0,0,0
pBv7z810pX3Mq.jpg,5,cherry,0,1,0,1,1,0,0
paI6sLZPpbVRA.jpg,8,can,0,1,0,0,0,1,1
paJNH6TIWcjTf.jpg,6,rose,0,1,0,0,0,0,0
pbhZaTNDo9Fxk.jpg,2,headphones,0,1,1,0,1,0,0
qV84P5BZu8DXX.jpg,200,egg,0,1,0,0,0,0,0
rKZdT32JzzWix.jpg,2,zebra,1,0,0,1,0,0,0
rUMsg1abtaiRB.jpg,3,painting,1,1,0,0,0,0,0
rWHMwF0ZwgDGj.jpg,17,balloon,0,1,0,0,0,0,0
rWc04UtGCazpR.jpg,3,fish,1,1,0,0,1,0,0
rXzddChwGp97Z.jpg,20,carrot,0,1,0,0,0,0,0
reD5rBFUk6Fen.jpg,8,balloon,0,1,0,0,0,0,0
rgmxHvJHs3Hoc.jpg,5,egg,0,1,0,0,0,0,0
rrV2eI3Zopm9H.jpg,5,pillar,0,0,0,1,0,0,1
rwbR4fHHOpEqH.jpg,100,tulip,0,1,0,0,0,0,0
s06X7puucqoVU.jpg,70,umbrella,0,1,0,0,0,0,0
s4AXilXsupKS4.jpg,26,pencil,0,1,0,0,0,0,0
s8zBjmFYad4ED.jpg,30,bananas,0,1,0,0,0,0,0
s9E660aILRCkl.jpg,5,tulip,0,1,0,0,0,0,0
sHBpYzR7SbQFu.jpg,30,tulip,0,1,1,0,1,0,0
sPIfz3HadByu5.jpg,20,tulip,0,1,0,0,0,0,0
sRCi1xYPjLRKy.jpg,3,nail,0,1,0,0,0,0,0
sUA7RIzdhEoSs.jpg,4,light,0,1,0,0,0,0,0
sZXVRs5MmCKmZ.jpg,8,tag,0,1,1,0,0,0,1
scTU4LbvLLjPq.jpg,30,flower,0,1,0,0,0,0,1
sfEBRAINHplb3.jpg,50,tulip,0,1,0,0,1,0,0
sfx84YGp4Q80x.jpg,4,cookie,1,1,0,1,0,0,0
smSdgLOh7VRcl.jpg,3,window,0,1,0,0,0,0,1
snt5FwziPt9Kp.jpg,3,squash,0,1,0,0,0,0,0
t0IsQDZPr3KGI.jpg,8,pigeon,0,1,0,0,0,0,1
t1QZNyMV5HE7m.jpg,18,flower,0,1,0,0,0,0,0
tA2H9uJ5uXwg8.jpg,4,balloon,0,0,0,1,1,0,0
tHTVvd5p68wpT.jpg,40,person,0,1,0,1,0,0,1
tKfjrKbi7l3h3.jpg,5,tomato,0,1,0,0,0,0,0
tQWevSP4i4WIg.jpg,7,chalk,0,0,0,0,1,0,0
tqpzQ0mNqgNaS.jpg,50,pigeon,0,1,1,0,0,0,1
uAUfhnjOP8UdM.jpg,16,bottle,0,1,0,0,0,0,0
uD4mhDcGs7oIc.jpg,3,air conditioner,0,0,0,1,1,0,0
uHrN2JEyErdgC.jpg,50,pigeon,0,1,1,0,0,0,0
uSIqd9VAzRtPe.jpg,7,pill,0,1,0,0,0,0,1
uW1OSVqUTflnV.jpg,42,candy,0,1,0,0,0,0,1
ucYQJhj8HgU0d.jpg,5,egg,0,1,0,0,0,0,1
unA4NAMBqwN8M.jpg,12,lantern,0,1,0,0,1,0,0
up2fp4AXPY6z6.jpg,34,bird,0,1,0,0,0,0,0
usUq8iq76JfWq.jpg,9,painting,0,0,0,0,1,0,0
uuLQEHLJSDuW0.jpg,3,nail,0,1,0,0,0,0,1
uv9DZlDqdzQn1.jpg,30,grape,0,1,0,0,1,0,0
uvQ4vGyE3sN8N.jpg,49,cat,0,1,0,0,0,0,0
uwHK7jayuBfjT.jpg,24,avocado,0,1,0,1,0,0,0
uypB5rxrlObuj.jpg,30,pasta,0,0,0,1,1,0,1
uysZkjqhX8IIS.jpg,4,goose,0,1,0,0,1,0,0
uz1o0llt0GQ7l.jpg,79,pepper,0,1,0,0,0,0,0
v1sY2RwcT535z.jpg,5,person,1,1,0,1,0,0,0
v2e2deffVNUV8.jpg,32,light,0,1,0,0,0,0,1
v62pUIknqAPt0.jpg,6,boat,0,1,0,1,1,0,0
v77f1i2x1LMdD.jpg,16,pasta,0,0,0,1,1,0,1
v7pF0pBfM1Vkx.jpg,7,bunny,0,1,0,0,0,1,0
v8eMXsvNL84h9.jpg,84,tulip,0,1,0,0,0,0,1
v9kaa1qqq0DSk.jpg,4,lighter,1,0,0,0,0,0,0
v9wiq2xHUcw6g.jpg,3,bird,1,0,0,0,0,0,1
vBH3w3VP44tAY.jpg,6,cow,0,0,0,0,1,1,0
vDAo7UqskjWSe.jpg,6,button,0,1,0,0,0,0,1
vEXA9NCvjL7bS.jpg,8,grape,0,1,1,0,1,0,0
vFcyJ9kn6a4HH.jpg,8,tree,0,1,0,0,0,0,0
vFz84oQ3JbCy9.jpg,3,cat,0,1,0,1,1,0,1
vGUiqDabDhtr6.jpg,48,pencil,0,1,0,0,0,0,0
vI8vz6Lo8Jzhi.jpg,5,egg,0,1,0,0,0,0,0
vIQnnWYjAlw8B.jpg,63,bag,0,0,0,1,0,0,1
vIe6GGTSBhsn6.jpg,2,spoon,0,0,0,1,0,0,0
vKUFYNE9MQRF8.jpg,9,cap,0,1,0,0,0,0,1
vOV9kxehFQurr.jpg,3,bell,0,1,0,0,0,0,0
vP1bMG6QAj6kd.jpg,4,goose,1,0,0,1,0,0,0
vP2vBByReL3aH.jpg,18,tulip,0,1,0,0,0,0,0
vXV3wBLg91cey.jpg,40,plaque,1,0,0,0,0,0,0
verBKVQggR0bs.jpg,19,egg,0,1,0,0,0,0,1
vgOUxzB8aJxb8.jpg,6,horse,0,1,0,0,1,1,0
vhqstFw2zs00m.jpg,3,dog,0,1,0,1,1,0,0
vj6X3UbIjxxz9.jpg,6,can,0,1,0,0,0,0,0
vnx2t0wxXsLR7.jpg,6,fish,0,1,0,1,1,0,0
vpCwZ6428H5hc.jpg,3,nail,0,1,0,0,0,0,0
vqkIyRUKxp1M6.jpg,9,pastry,0,1,0,0,0,0,0
vqoKXJ9lT1oJL.jpg,7,light,0,1,0,0,0,0,0
vskGcBNtNhj0H.jpg,5,narcissus,1,1,0,1,1,0,0
vuddIKYbZQL66.jpg,3,pill,0,1,0,0,0,0,1
vuvjlXI6wpsGy.jpg,2,crow,0,1,0,0,0,0,0
vwDZsP1SzQ6eN.jpg,11,cookie,0,0,0,0,0,0,1
vxcLDCyK2KQjJ.jpg,3,nail,0,1,0,0,0,0,1
vxmI2RWaqOgch.jpg,13,flower,0,1,1,0,0,0,0
vzvpJ8Y3OJKmr.jpg,6,crate,0,1,0,0,0,0,1
w0JMIiUg5aPQt.jpg,11,pin,0,1,1,0,0,0,0
w2IoXjG4hCYGa.jpg,24,ball,0,1,0,0,0,0,0
w36iC9it3DJfg.jpg,11,egg,0,1,0,0,0,0,0
w7QlIfr8BitPY.jpg,3,bottle,0,1,0,1,1,0,1
w91G53AVEOFRn.jpg,21,pigeon,0,1,1,0,0,0,0
wBVC4Z708CxrR.jpg,50,card,0,1,0,0,0,1,0
wCeuZ1BdnkNvB.jpg,8,toy,0,1,0,1,1,0,1
wEyWAAICGXXN9.jpg,7,tomato,0,1,0,0,0,0,0
